journal	paper	url	size_in_kb	author
IJHS-19-1984-Issue-1	Book Reviews	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_11_BookReviews.pdf	44.0	
IJHS-19-1984-Issue-1	Report: History of Science in USSR	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_12_Report.pdf	98.0	A K Bag
IJHS-19-1984-Issue-1	Varga–Prakrtri— The Cakravala Method of its Solution and the Regular Continued–Fractions	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_1_PSingh.pdf	173.0	P Singh
IJHS-19-1984-Issue-1	Prediction of Pluto by B Ketakar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_2_GJChhabra.pdf	127.0	J G Chhabra‚ S D Sharma and Manju Khanna
IJHS-19-1984-Issue-1	Robert Broom’s Misinterpretation of Lamarck and Darwin	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_6_HGershenowitz.pdf	174.0	H Gershenowitz
IJHS-19-1984-Issue-1	Surgery in the Medieval Muslim World	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_7_AIsmail.pdf	101.0	A Ismail and A B Khan
IJHS-19-1984-Issue-1	The Tridosa Doctrine and the Constituents of Chinese Humorology	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_1_9_Smahdihassan.pdf	41.0	S Mahadihassan
IJHS-19-1984-Issue-2	Helminthology in India in 18th–19th Centuries with Some Remarks on its Recent Progress	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_3_PDGupta.pdf	144.0	P D Gupta
IJHS-19-1984-Issue-2	The Concept of Matter and its States in Indian Literature	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_5_MSBhatnagar.pdf	261.0	M S Bhatnagar
IJHS-19-1984-Issue-2	Transmutation of Base–Metals into Gold as Described in the Text Rasarnavakalpa and its Comparison with the Parallel Chinese Methods	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_8_VDeshpande.pdf	104.0	V Deshpande
IJHS-19-1984-Issue-2	Book Reviews	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_9_BookReviews.pdf	66.0	
IJHS-19-1984-Issue-2	Report: An International Islamic Science Conference	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_10_Report.pdf	20.0	M S Khan
IJHS-19-1984-Issue-2	News	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_11_News.pdf	29.0	
IJHS-19-1984-Issue-2	Use of Calculus in Hindu Mathematics	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_1_BDatta.pdf	132.0	B Datta and A N Singh
IJHS-19-1984-Issue-2	Encyclopaedia Judaica’s Interpretation of Neo–Lamarckism	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_2_HGershenowitz.pdf	71.0	H Gershenowitz
IJHS-19-1984-Issue-2	The Concept of Yantra in the Samarangana–Sutradharaof Bhoja	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_4_MRoy.pdf	101.0	Mira Roy
IJHS-19-1984-Issue-2	The Astronomical Tables of Rajah Jai Singh Sawai	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_2_6_RMercier.pdf	414.0	R Mercier
IJHS-19-1984-Issue-3	Jean Le Rond D’Alembert 1717–1783	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_1_VVRaman.pdf	235.0	V V Raman
IJHS-19-1984-Issue-3	Standards of Scientific Investigation: Logic and Methodology of Science in Caraka Samhita	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_3_VShekhawat.pdf	509.0	V Shekhawat
IJHS-19-1984-Issue-3	Science in Higher Education: A Study in Victorian India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_4_DKumar.pdf	137.0	Deepak Kumar
IJHS-19-1984-Issue-3	Announcement	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_9_Announcement.pdf	18.0	
IJHS-19-1984-Issue-3	Supplement: Vedanga Jyotisa of Lagadha	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_10_SupplementVedangjyotishaofLagdha.pdf	890.0	S K Mukherjee
IJHS-19-1984-Issue-3	Industries in India in 18th and 19t Centuries	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_2_URBansal.pdf	149.0	U R Bansal and BB Bansal
IJHS-19-1984-Issue-3	Professor Conway Zirkle’s Vitriolic Attack on Lamarck	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_5_HGershenowitz.pdf	201.0	H Gershenowitz
IJHS-19-1984-Issue-3	The Wonder Ayurvedic Drug Laksmana for Progeny: A Historical Appraisal	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_6_CLYadav.pdf	125.0	C L Yadav and  K C Chunekar
IJHS-19-1984-Issue-3	Sriyantra and its Mathematical Properties	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_7_APKulaichev.pdf	177.0	A P Kulaichev
IJHS-19-1984-Issue-3	Book Reviews	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_3_8_BookReviews.pdf	32.0	
IJHS-19-1984-Issue-4	Ichthyological Developments in Assam in Ninteenth Century	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_1_SCDey.pdf	231.0	S C Dey
IJHS-19-1984-Issue-4	Washerman and Washing Materials in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_2_DKAgarwal.pdf	118.0	D K Agarwal and S C Shukla
IJHS-19-1984-Issue-4	Archaeometallurgical Studies in Indian Subcontinent: A Survey on Metallography of Iron Objects	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_6_PKChattopadhyay.pdf	84.0	P K Chattopadhyay
IJHS-19-1984-Issue-4	Kuttaka and Qiuyishu	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_8_AKBag.pdf	90.0	A K Bag and K S Shen
IJHS-19-1984-Issue-4	Book Reviews	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_9_BookReviews.pdf	128.0	
IJHS-19-1984-Issue-4	Notes and News	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_10_NotesAndNews.pdf	43.0	
IJHS-19-1984-Issue-4	Atom from Veda to Date	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_3_MSBhatnagar.pdf	80.0	M S Bhatnagar
IJHS-19-1984-Issue-4	Cultivation under the Sultans of Delhi c 1206–1555	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_4_HKNaqvi.pdf	192.0	H K Naqvi
IJHS-19-1984-Issue-4	Risala Dar Falahat	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_5_MMajumdar.pdf	273.0	M Majumdar
IJHS-19-1984-Issue-4	Neurology in Ancient India– Some Evidences	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol19_4_7_BCJoshi.pdf	354.0	B C Joshi
IJHS-20-1985-Issue-1to4	A Survey of Source Materials	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_2_KVSarma.pdf	368.0	K V Sarma
IJHS-20-1985-Issue-1to4	Survey of Studies in European Languages	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_4_SNSen.pdf	1262.0	S N Sen
IJHS-20-1985-Issue-1to4	Astronomy in Indus Civilization and during Vedic Times	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_5_AKBag.pdf	158.0	A K Bag
IJHS-20-1985-Issue-1to4	Eclipses‚ Parallax and Precession of Equinoxes	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_8_SDSharma.pdf	383.0	S D Sharma
IJHS-20-1985-Issue-1to4	Phases of The Moon, Rising and Setting Of Planets and Stars and Their Conjunstions	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_9_KSShukla.pdf	575.0	K S Shukla
IJHS-20-1985-Issue-1to4	Astronomical Observatories	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_12_SDSharma.pdf	481.0	S D Sharma
IJHS-20-1985-Issue-1to4	Development of Zij Literature in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_3_SAKhan.pdf	473.0	S A Khan
IJHS-20-1985-Issue-1to4	Post–Vedic Astronomy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_6_SDSharma.pdf	235.0	S D Sharma
IJHS-20-1985-Issue-1to4	The Yuga System And The Computations of Mean and True Planetary Longitudes	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_7_ASomayaji.pdf	669.0	D Arka Somayaji
IJHS-20-1985-Issue-1to4	Astronomical Instruments	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_11_RNRai.pdf	453.0	R N Rai
IJHS-20-1985-Issue-1to4	Introduction of Modern western Astronomy in India During 18–19 Centuries	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_13_SMRAnsari.pdf	735.0	S M R Ansari
IJHS-20-1985-Issue-1to4	Astronomy in India in the 20th Century	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol20-1to4_14_JCBhattacharyya.pdf	529.0	J C Bhattacharyya
IJHS-21-1986-Issue-1	Ephedra as Soma Meaning Hemp Fibres with Soma Later Misidentified as the Hemp Plant Itself	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_1_SMahdihassan.pdf	156.0	S Mahdihassan
IJHS-21-1986-Issue-1	Contribution to ‘Weather Science in Ancient India-I’	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_2_ASRamanathan.pdf	146.0	A S Ramanathan
IJHS-21-1986-Issue-1	Contribution to ‘Weather Science in Ancient India-II’	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_3_ASRamanathan.pdf	99.0	A S Ramanathan
IJHS-21-1986-Issue-1	The Great Trignometrical Survey of India in a Historical Perspective	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_4_RDRoy.pdf	191.0	Rama Deb Roy
IJHS-21-1986-Issue-1	The Method of Science in Astronomy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_5_RRDaniel.pdf	342.0	R R Daniel
IJHS-21-1986-Issue-1	Some Equalization Problems from the Bakshali Manuscript	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_6_RCGupta.pdf	174.0	R C Gupta
IJHS-21-1986-Issue-1	Computational Aspects of the Aryabhata Algorithm	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_7_SKak.pdf	136.0	Subhash Kak
IJHS-21-1986-Issue-1	Decipherment and Interpretation of the Proto–Indian (Mohenjo–Daro and Harappa) Inscriptions	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_8_BZSzalek.pdf	77.0	Benon Zb Szalek
IJHS-21-1986-Issue-1	Book Review	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_9_BookReview.pdf	115.0	M S Khan
IJHS-21-1986-Issue-1	News	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_1_11_News.pdf	42.0	
IJHS-21-1986-Issue-2	The Art of Theory Construction in Caraka Samhita	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_1_VShekhawat.pdf	276.0	Virendra Shekhawat
IJHS-21-1986-Issue-2	Star Catalogues and Star Tables in Medieval Oriental and European Astronomy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_2_PKunitzsch.pdf	232.0	Paun Kunitzsch
IJHS-21-1986-Issue-2	Narayana’s Treatment of Magic Squares	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_3_PSingh.pdf	143.0	Parmanand Singh
IJHS-21-1986-Issue-2	Madhavacandra’s and Other Octagonal Derivations of the Jaina Value Π = √10	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_4_RCGupta.pdf	151.0	R C Gupta
IJHS-21-1986-Issue-2	Arithmetical Ratio of Diameter to its Circumference of a Circle with Special Reference to Jame–I–Bahadur Khani	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_5_SAHRizvi.pdf	146.0	Syed Aftab Husain Rizvi
IJHS-21-1986-Issue-2	Neurology in Ancient India: Muladhara Cakra—A Physiological Reality	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_6_BCJoshi.pdf	597.0	B C Joshi
IJHS-21-1986-Issue-2	Evolution of Kusta	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_7_OPUpadhyay.pdf	244.0	O P upadhyay
IJHS-21-1986-Issue-2	Lac and its Decolourization by Orpiment as Traced to Babylon	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_8_SMahdihassan.pdf	146.0	S Mahdihassan
IJHS-21-1986-Issue-2	Book Review: Medical Education and Research: Western Medicine in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_9_BookReviews.pdf	123.0	S M R Ansari
IJHS-21-1986-Issue-2	Report: Seminar on Science‚ Technology and Social Change‚ 1900–1980	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_10_Report.pdf	47.0	S N Sen
IJHS-21-1986-Issue-2	News	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_11_News.pdf	55.0	
IJHS-21-1986-Issue-2	Announcements	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_2_12_Announcements.pdf	50.0	
IJHS-21-1986-Issue-3	On Relevance of Ibn Sina Today	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_1_ARahman.pdf	246.0	A Rahman
IJHS-21-1986-Issue-3	Ibn Sina: Genius of Arabic–Islamic Civilization	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_2_MFAintabi.pdf	46.0	Mahomed Fouad Aintabi
IJHS-21-1986-Issue-3	The Life and Teachings of Ibn Sina	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_3_MAsimov.pdf	499.0	Muhamed Asimov
IJHS-21-1986-Issue-3	Some Treatises and Epistles of Ibn Sina	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_4_MMKhairullayev.pdf	141.0	M M Khairullayev
IJHS-21-1986-Issue-3	Central Asian Society in Ibn Sina’s Time	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_5_KNPandita.pdf	115.0	K N Pandita
IJHS-21-1986-Issue-3	Poetic and Socio–Ethic Views of Ibn Sina	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_6_MAsimov.pdf	76.0	Muhamed Asimov
IJHS-21-1986-Issue-3	Ibn Sina as a Scientist	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_7_HMSaid.pdf	182.0	Hakim Mohammed Said
IJHS-21-1986-Issue-3	Ibn Sina and Indian Science	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_8_AKBag.pdf	132.0	A K Bag
IJHS-21-1986-Issue-3	Ibn Sina’s Impact on the Rational and Scientific Movements in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_9_SAARizvi.pdf	202.0	S A A Rizvi
IJHS-21-1986-Issue-3	Ibn Sina’s Critique Mutakallimin’s Atomic Theory	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_10_WHAbdi.pdf	160.0	Wazir Hsan Abdi
IJHS-21-1986-Issue-3	Report: XVII International Union for History and Philosophy of Science Congress	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_3_11_Report.pdf	79.0	S K Mukherjee and A K Bag
IJHS-21-1986-Issue-4	Ibn Sina’s Medical Works	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_1_SRAPerwaz.pdf	356.0	Syed Riyaz ‘Ali Perwaz
IJHS-21-1986-Issue-4	The Section on Cardiac Diseases and Their Treatment in the Qanun of Ibn Sina	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_2_MSKhan.pdf	253.0	M S Khan
IJHS-21-1986-Issue-4	Ibn Sina on Materia Medica	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_3_TSiddiqi.pdf	629.0	Tazimuddin Siddiqi
IJHS-21-1986-Issue-4	Impact of Ibn Sina on Pulse Examination and Materia Medica of Medieval Period of Ayurveda	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_4_GNChaturvedi.pdf	125.0	G N Chaturvedi and K P Singh
IJHS-21-1986-Issue-4	Physiological Approach of Ibn Sina Towards the Science of Behaviour	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_5_MTaiyab.pdf	92.0	M Taiyab
IJHS-21-1986-Issue-4	Ibn Sina on Speech Articulation	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_6_PNPushp.pdf	123.0	P N Pushp
IJHS-21-1986-Issue-4	Ibn Sina’s Approach to Physics	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_7_HSVirk.pdf	93.0	H S Virk
IJHS-21-1986-Issue-4	Contributions of Ibn Sina to Geographical Knowledge	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol21_4_8_SShafi.pdf	98.0	M Shafi
IJHS-22-1987-Issue-1	Contribution to ‘Weather Science in Ancient India’ IV	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_1_ASRamanathan.pdf	121.0	A S Ramanathan
IJHS-22-1987-Issue-1	Medieval Transformation of Alchemical and Chemical Ideas between India and China	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_2_VDeshpande.pdf	1.0	Vijaya Deshpande
IJHS-22-1987-Issue-1	Rasa– Ratna– Samuccaya and Mineral Processing State–of–Art in the 13th Century AD India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_4_AKBiswas.pdf	410.0	Arun Kumar Biswas
IJHS-22-1987-Issue-1	Mulla Mahmud Jaunpuri's Theory of Moon–Spots	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_5_WHAbdi.pdf	85.0	Wazir Hasan Abdi
IJHS-22-1987-Issue-1	On the Decipherment of the Indus Script— A Preliminary Study of its Connection with Brahmi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_6_SCKak.pdf	204.0	Subhash C Kak
IJHS-22-1987-Issue-1	History of Cinnabar as Drug, The Natural Substance and Synthetic Product	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_7_SMahdihassan.pdf	195.0	S Mahdihassan
IJHS-22-1987-Issue-1	Perfumery in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_8_RKrishnamurthy.pdf	187.0	Radha Krishnamurthy
IJHS-22-1987-Issue-1	Some Reflections from the Works of Vernadsky (1863–1945)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_9_SChandra.pdf	79.0	Sanjay Chandra
IJHS-22-1987-Issue-1	Book Reviews	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_10_BookReviews.pdf	110.0	
IJHS-22-1987-Issue-1	Report	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1_11_Report.pdf	19.0	S N Sen
IJHS-22-1987-Issue-1	Announcements	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_1-12_Announcements.pdf	75.0	
IJHS-22-1987-Issue-2	Importnace of Studying Veterinary Science Literature in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_2_RPSTyagi.pdf	36.0	R P S Tyagi
IJHS-22-1987-Issue-2	Scope of Study of Veterinary Science Literature in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_3_VKSharma.pdf	94.0	V K Sharma
IJHS-22-1987-Issue-2	Method of Science used in Past Indian and its Relevance to Present Day Context	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_4_GPrasad.pdf	74.0	Gaya Prasad
IJHS-22-1987-Issue-2	Souces of Ancient Indian Literature on Veterinary Sciences	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_5_DNGarg.pdf	147.0	D N Garo
IJHS-22-1987-Issue-2	Rural Folk Prescriptions: Plea for Search of Scientific Content	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_6_KCSatija.pdf	140.0	K C Satija
IJHS-22-1987-Issue-2	Pharmacy in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_7_RDRana.pdf	66.0	R D Rana
IJHS-22-1987-Issue-2	Nutritional and Managerial Practices of Animals in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_8_VMMandokhot.pdf	130.0	V M Mandokhot
IJHS-22-1987-Issue-2	Breeding Practices and Selection Criteria for Domestication of Animals	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_9_UMandokhot.pdf	182.0	Usha V Mandokhot
IJHS-22-1987-Issue-2	Administrative Recommendation in regard to Upkeeping, Health, and Management of Animals in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_10_SPrasad.pdf	100.0	S Prasad
IJHS-22-1987-Issue-2	Posibilities of relating Modern Veterinary Science Literature to the Growth of Relevant Knowledge in Ancient India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol22_2_11_SKKalra.pdf	325.0	S K Kalra
