journal	paper	url	size_in_kb	author
IJHS-45-2010-Issue-3	Minor Metal Crafts in Bengal_Tradition and Changes from the Medieval Times to the Present	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_9_NupurDasgup.pdf	32.0	Nupur Dasgupta
IJHS-45-2010-Issue-3	Indigenous Knowledge of the Medicinal Plant Resources of Coromandel Coast Forests of Peninsular India in Modern Period	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_10_NParthasar.pdf	21.0	N Parthasarathy
IJHS-45-2010-Issue-3	Workshop on the History of Indian Science at the Bibliotheque Nationale de France: A Report_and 70th Indian History Congress_A Report	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_11_News.pdf	25.0	Jerome Petit_Shabnam Shukla
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara Sanskrit Text with English Translation and Appendices (Chap 8) Part 1	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_12_SupplementInn.pdf	62.0	Damodar Joshi
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara_Sanskrit Text with English Translation and Appendices (Chap 8) Part 2	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_13_Sanskrittextc.pdf	90.0	Damodar Joshi
IJHS-45-2010-Issue-3	Rasaprakasa Sudhakara_Sanskrit Text with English Translation and Appendices (Chap 8)Part 3	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_3_14_EnglishtextCha.pdf	225.0	Damodar Joshi
IJHS-45-2010-Issue-4	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_0_Contents.pdf	11.0	
IJHS-45-2010-Issue-4	Dating the Surya Siddhanta using Computational Simulation of Proper Motions and Ecliptic Variations	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_1_ANarayan.pdf	129.0	Anil Narayan
IJHS-45-2010-Issue-4	The Lost Knowledge_Accurate Positioning of Planets	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_2_ASharan.pdf	82.0	Anand M Sharan
IJHS-45-2010-Issue-4	The Historical Significance of the Total Solar Eclipse of Oct 17_1762 passing over Panjab	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_3_RCKapoor.pdf	149.0	R C Kapoor
IJHS-45-2010-Issue-4	Karim Khan and his Perceptions of Western Science during his visit to Britain in 1840-41	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_4_GKhan.pdf	100.0	Gulfishan Khan
IJHS-45-2010-Issue-4	Khwaja Abdul Hamied (1898-1972)_Pioneer Scientist Industrialist	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_5_HSingh.pdf	338.0	Harkishan Singh
IJHS-45-2010-Issue-4	Veterinary Science and Animal Husbandry in India_A Case of IVRI at Mukteswar_IzatnagarStudy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_6_JNSinha.pdf	30.0	J N Sinha
IJHS-45-2010-Issue-4	Nandigrama of Ganesa Daivajna	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_7_Historicalnotes.pdf	35.0	S R Sarma
IJHS-45-2010-Issue-4	Thakkura Pheru_Ganitasarakaumudi_The Moonlight of the Essence of Mathematics (ed and tr by SaKHYa)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_8_Bookreview.pdf	24.0	R C Gupta
IJHS-45-2010-Issue-4	Documentation and Study of Archaeometallurgical and Ethnometallurgical Evidence in Uttarakhand with Special Reference to Iron and Copper	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_9_ReportsDPAgarwal.pdf	20.0	D P Agrawal
IJHS-45-2010-Issue-4	Anatomical Knowledge and the Anatomy of Medical Some Preliminary InquiriesKnowledge in India_Some Preliminary Inquiries	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_10_ReportsJayanta.pdf	34.0	Jayanta Bhattacharya
IJHS-45-2010-Issue-4	History of Technology & Technical Education in India_A Synthesis	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_11_ReportShukla.pdf	14.0	Shabnam Shukla
IJHS-45-2010-Issue-4	Mathematics and Astronomy in Medieval India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_12_ReportMNarayan.pdf	30.0	Madhvendra Narayan
IJHS-45-2010-Issue-4	Book Received for Review	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_13_Bookreceived.pdf	11.0	
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English Translationand (Chap 9-13)AppendicesPart 1	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_14_SupplementInner.pdf	67.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English Translation Part2	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_15_SupChap9English.pdf	30.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 3	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_16_SupChap9Sankrit.pdf	31.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 4	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_17_SupChap10Sankrit.pdf	34.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 5	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_18_SupChap10English.pdf	38.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 6	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_19_SupChap11Sankrit.pdf	52.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 7	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_20_SupChap11English.pdf	54.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 8	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_21_SupChap12Sankrit.pdf	28.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 9	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_22_SupChap12English.pdf	23.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 10	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_23_SupChap13Sankrit.pdf	28.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 11	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_24_SupChap13English.pdf	23.0	Damodar Joshi
IJHS-45-2010-Issue-4	Rasaprakasa Sudhakara Sanskrit Text with English TranslationPart 12	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_25_Appendices.pdf	54.0	Damodar Joshi
IJHS-45-2010-Issue-4	Index	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_26_Index.pdf	12.0	
IJHS-45-2010-Issue-4	Cumulative Index	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_27_Cumulativeindex.pdf	24.0	
IJHS-45-2010-Issue-4	Annual Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol45_4_28_AnnualContents.pdf	23.0	
IJHS-46-2011-Issue-1	Possible Chronological Markers In The Vedic Texts	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_1_PGondalekhar.pdf	182.0	Prabhakar Gondhalekar
IJHS-46-2011-Issue-1	Dhruva the Ancient Indian Pole Star: Fixity Rotation and Movement	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_2_RNIyenger.pdf	156.0	R N Iyengar
IJHS-46-2011-Issue-1	Genesitic Roots and Philosophical Evolution of Vijnanavada (Yogacrya) School of Buddhism	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_3_OPJaiswal.pdf	37.0	OP Jaiswal
IJHS-46-2011-Issue-1	Computation of N : A Modern Generalization of Ancient Technique	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_4_VMishra.pdf	69.0	Vinod Mishra
IJHS-46-2011-Issue-1	Arrival of western medicine:Ayurvedic knowledge of anatomy and colonial confrontation	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_5_JBhattacharyya.pdf	225.0	Jayanta Bhattacharya
IJHS-46-2011-Issue-1	Science in the Path of Syncretism	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_6_AKBiswas.pdf	62.0	Arun Kumar Biswas
IJHS-46-2011-Issue-1	Historical Notes: Indian Renaissance: The Making of Modern India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_7_SKMajumdar.pdf	63.0	Sisir K Majumdar
IJHS-46-2011-Issue-1	Historical Notes: Sudoku Yantra	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_8_SRSarma.pdf	166.0	Sreeramula Rajeswara Sarma
IJHS-46-2011-Issue-1	Book Review: C K Raju; Cultural Foundations of Mathematics: The Nature of Mathematical Proof and the Transmission of the Calculus from India to Europe in the 16th c AD	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_9_Bookreview.pdf	26.0	Probir K Bondyopadhyay
IJHS-46-2011-Issue-1	Project Reports: A Historical Study of Epilepsy from 1900-2005 AD	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_10_Project%20reportAKSeth.pdf	23.0	Arun Kumar Sethi
IJHS-46-2011-Issue-1	Project Reports: 1960-1999: Four Decades of Biochemistry in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_11_Project%20reportSSen.pdf	25.0	Srabani Sen
IJHS-46-2011-Issue-1	News	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_12_News.pdf	21.0	
IJHS-46-2011-Issue-1	Supplement: Kuttakarauiromani of Devaraja-Sankrit Text with Eng Notes and Appendices	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_14_Supplement.pdf	93.0	Takao Hayashi
IJHS-46-2011-Issue-1	Supplement: Madhyamanayanaprakarah: An Unknown Manuscript ascribed to Madhava with Eng tr and Notes	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_1_15_Supplement.pdf	399.0	UKV Sarma; Venketeswara Pai et al
IJHS-46-2011-Issue-2	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_0_Contents.pdf	9.0	
IJHS-46-2011-Issue-2	India's Contribution to Arab Mathematics	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_1_KJaouiche.pdf	98.0	Khalil Jaouiche
IJHS-46-2011-Issue-2	George Peacock's Arithmetic in the Changing Landscape of the History of Mathematics in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_2_AKeller.pdf	89.0	Agathe Keller
IJHS-46-2011-Issue-2	Situating the History of Indian Arithmetical Knowledge in George Peacock's Arithmetic	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_3_DRaina.pdf	49.0	Dhruv Raina
IJHS-46-2011-Issue-2	Peacock's Arithmetic: An Attempt to Reconcile Empiricism to Universality	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_4_1_MJDurandRichard.pdf	103.0	Marie-Jose Durand-Richard
IJHS-46-2011-Issue-2	Historical Notes: Rabindranath's Thoughts on Science : An Overview (A Tribute in 313 his 150th Birth Anniversary)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_7_SKMajumdar.pdf	90.0	Sisir K Majumdar
IJHS-46-2011-Issue-2	Inscriptions as Records of Celestial Events	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_8_BShailaja.pdf	33.0	B S Shylaja and Geetha Kydala
IJHS-46-2011-Issue-2	Book Review: Kim Plofker: Mathematics in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_9_Bookreview.pdf	39.0	A K Bag
IJHS-46-2011-Issue-2	Project Reports: Tribal Technology of Northeast India: Arunachal Pradesh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_10_AKThakur.pdf	27.0	Amrendra Kumar Thakur
IJHS-46-2011-Issue-2	Evolution of Three Premier Cancer Institutes of India - TMC, CNCI and CIWIA - An Assessment	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_11_SuktaDas.pdf	24.0	Sukta Das
IJHS-46-2011-Issue-2	News: Magic Square for 2011	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_12_NewsSRSarma.pdf	30.0	S R Sarma
IJHS-46-2011-Issue-2	News: Conference on: Otto Neugebauer, A Mathematician's Journey Between History and Practice of the Exact Sciences-A Report	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_13_NewsKnudsen.pdf	15.0	Toke L Knudsen
IJHS-46-2011-Issue-2	VIIth Investigators' Meet on History of Science Projects, New Delhi - A Report	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_14_NewsShukla.pdf	18.0	Shabnam Shukla
IJHS-46-2011-Issue-2	Kuttakarauiromani of Devaraja - Sankrit Text with Eng tr, Notes and Appendices	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_2_15_Supplement.pdf	44.0	Takao Hayashi
IJHS-47-2012-Issue-3	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_0_Contents.pdf	11.0	
IJHS-47-2012-Issue-3	The Manda Puzzle in Indian Astronomy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_1_ANarayanan.pdf	768.0	Anil Narayanan
IJHS-46-2011-Issue-3	Ancient Indian Iron and Steel: An Archaeometallurgical Study	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_1_BPrakash.pdf	2010.0	B Prakash
IJHS-46-2011-Issue-3	The Pulsating Indian Epicycle of the Sun	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_2_ANarayanan.pdf	454.0	Anil Narayanan
IJHS-47-2012-Issue-3	Indian Cholera: A Myth	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_2_SSen.pdf	1356.0	Srabani Sen
IJHS-47-2012-Issue-3	The Era of Science Enthusiasts in Bengal (1841-1891): Akshayakumar's; Vidyasagar and Rajendralala	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_3_AKBiswas.pdf	176.0	Arun Kumar Biswas
IJHS-46-2011-Issue-3	SRammohun Roy, His Intellectual Compatriots and their Scientific Contributions	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_3_AKBiswas.pdf	148.0	Arun Kumar Biswas
IJHS-46-2011-Issue-3	RG Chandra: A Self-taught Sky Watcher and his Contributions to Observational Astronomy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_4_SNBiswas.pdf	1128.0	Sudhindra Nath Biswas, Utpal Mukhopadhyay and Saibal Ray
IJHS-47-2012-Issue-3	The Violin and the Genesis of the Bose Institute in Calcutta	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_4(1)_PKBandyopadhyay.pdf	3404.0	Probir K Bondyopadhyay and Lily Banerjee
IJHS-46-2011-Issue-3	Historical Notes: Kali Chronograms of Narayana Bhattatiri (15th - 17th Centuries AD)	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_5_RCGupta.pdf	38.0	R C Gupta
IJHS-46-2011-Issue-3	Historical Notes: Acharya Prafulla Chandra Ray: A Scientist, Teacher, Author and a Patriotic Entrepreneur	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_6_SKMajumdar.pdf	35.0	Sisir K Majumdar
IJHS-47-2012-Issue-3	Mathematics and Mathematical Researches in India during Fifth to Twentieth Centuries: Profiles and Prospects	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_5_AKBag.pdf	143.0	AK Bag
IJHS-47-2012-Issue-3	Historical Notes: Archaeo-Astronomical Significance of the Vedic Darsapaurnamasa Altar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_6_RNIyengar.pdf	536.0	R N Iyengar and V H Satheeshkumar
IJHS-46-2011-Issue-3	Book Review: Harkishan Singh: Pharmaceutical History of India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_7_Bookreview.pdf	17.0	B N Dhawan
IJHS-46-2011-Issue-3	Project Report: A Study of Devaraja's Kuttakarasiromani	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_8_SVSingh.pdf	48.0	Saroj V Singh
IJHS-47-2012-Issue-3	Historical Notes: Professor Ganesh Prasad: An Epitome of Teaching and Research in Modern Mathematics in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_7_UBTewari.pdf	55.0	U B Tewari
IJHS-47-2012-Issue-3	Book Review	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_8_Bookreview.pdf	20.0	B N Dhawan
IJHS-46-2011-Issue-3	News: Maritime Cultures and Traditions of Bay of Bengal	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_10_News.pdf	17.0	Shabnam Shukla
IJHS-47-2012-Issue-3	Project Reports: Stone Inscriptions as Records of Celestial Events	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_9_Projectreports.pdf	46.0	B S Shylaja and Geetha Kaidala
IJHS-47-2012-Issue-3	Project Reports: The Siddhanta Sekhara of Sripati (11th Century) - Text and English Translation	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_10_ASBhat.pdf	30.0	A Sripada Bhat
IJHS-46-2011-Issue-3	Supplement: Kuttakarasiromani of Devaraja - Sanskrit Text with Eng tr, Notes and Appendices	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_11_Supplement.pdf	47.0	Takao Hayashi
IJHS-46-2011-Issue-3	Supplement: Translation of Verses with Notes	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_3_12_Supplement.pdf	215.0	
IJHS-47-2012-Issue-3	Announcements	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_3_11_Announcements.pdf	16.0	
IJHS-46-2011-Issue-4	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_0_Contents.pdf	10.0	
IJHS-46-2011-Issue-4	Ancient Indian Astronomy and the Aryan Invasion Theory	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_1_TRSPrasanna.pdf	475.0	T R S Prasanna
IJHS-46-2011-Issue-4	Health Aspects in Pancatantra	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_2_BVenkateswarlu.pdf	117.0	Bandi Venkateshwarlu and Ala Narayana
IJHS-46-2011-Issue-4	Mahavira-Pheru Formula for Surface of a Sphere and some other Empirical Rules	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_3_RCGupta.pdf	167.0	R C Gupta
IJHS-46-2011-Issue-4	Historical Notes: Kadambini Ganguli (1861-1923): First Lady Medical Graduate in India	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_4_SKMajumdar.pdf	92.0	Sisir K Majumdar
IJHS-46-2011-Issue-4	Historical Notes: Trend of Geometrical Researches in Calcutta University: 1881-1931	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_5_Purabi.pdf	32.0	Purabi Mukherji and Mala Bhattacharjee
IJHS-46-2011-Issue-4	Book Review: Jagdish N Sinha: Science, War and Imperialism: India in the Second World War	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_6_Bookreview.pdf	18.0	Mahendra Prasad Singh
IJHS-46-2011-Issue-4	Project Report: Evolution of Ayurvedic Ophthalmology in Ancient and Medieval India: A Critical Study	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_7_VJDeshpande.pdf	33.0	Vijaya Jayant Deshpande
IJHS-46-2011-Issue-4	Project Report: Catalogue of Forge welded iron Cannons in Western Maharashtra	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_8_PPDeshpande.pdf	427.0	P P Deshpande, Sachin Joshi and Shivendra Kadgaonkar
IJHS-46-2011-Issue-4	News	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_9_News.pdf	52.0	
IJHS-46-2011-Issue-4	Supplement: Kuttakarasiromani of Devaraja-Sanskrit Text with Eng. tr, Notes and Appendices	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_10_Supplement.pdf	47.0	Takao Hayashi
IJHS-46-2011-Issue-4	Cumulative Index	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_12_Cumulativeindex.pdf	28.0	
IJHS-46-2011-Issue-4	Annual Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol46_4_13_Annualcontent.pdf	19.0	
IJHS-47-2012-Issue-1	Contents	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_1_0_Contents.pdf	10.0	
IJHS-47-2012-Issue-1	Ancient Chinese People's Knowledge of Macrofungi during the Period from 220 AD to 589 AD	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_1_1_LDi.pdf	2223.0	Lu Di
IJHS-47-2012-Issue-1	Bilva in Indian Tradition	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_1_2_DVDwivedi.pdf	107.0	Dhananjay Vasudeo Dwivedi
IJHS-47-2012-Issue-1	The Gurmukhi Astrolabe of the Maharaja of Patiala	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_1_3_SRSarma.pdf	2045.0	Sreeramula Rajeswara Sarma
IJHS-47-2012-Issue-1	Role of Scientists in Colonial Bengal	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol47_1_4_JNSinha.pdf	36.0	Jagdish N Sinha
